corpus,session,start_frac,dur_s,min_nose_gap,lag_s,height_match,ordinal
mouse-dyad-10m,20250904_183921,0.8129769296559998,4.1371122956176585,0.01815446319262372,0.2731426797428728,0.9293032557156331,32
mouse-dyad-10m,20250904_183921,0.8286496573326373,3.2244160242817177,0.0475406569913228,0.16655041447736146,0.8479015071400138,33
mouse-dyad-10m,20250904_183921,0.8347976763043019,0.6462156081721625,0.06878470357392005,1.3124172660816082,0.9418182941025265,34
mouse-dyad-10m,20250904_183921,0.8371524730920037,2.851343095852428,0.018850961732675264,0.23317058026830603,0.8873251061186533,35
mouse-dyad-10m,20250904_183921,0.8493318819491498,1.0792466858133023,0.09841350144612726,0.3064527626383451,0.9348873774585316,36
mouse-dyad-10m,20250904_183921,0.8547412500416532,2.531566300055894,0.039368923740485826,0.28646671290106174,0.9350262574876945,37
mouse-dyad-10m,20250904_183921,0.8629330549045308,0.42636906106204536,0.1054237177686907,0.566271409223029,0.9343281001428481,38
mouse-dyad-10m,20250904_183921,0.9017205567095047,1.1392048350251525,0.07323224357674009,1.8387165758300705,0.9115045354584154,39
mouse-dyad-10m,20250904_183921,0.9040975685612413,1.0592606360760188,0.15499609207441153,0.3530868786920063,0.7432895278012941,40
mouse-dyad-10m,20250904_183921,0.9854047029290562,0.3331008289547229,0.3031542064095852,1.2391350837115693,0.6609920825344692,41
mouse-dyad-10m,20250904_183921,0.9880427417832032,0.5196372931693678,0.02751207351273608,0.11991629842370025,0.8707244491470029,42
mouse-dyad-10m,20250905_165151,0.10096359445724917,0.6062447203413092,0.3003361705797842,0.6861890790676356,0.7155413703087666,1
mouse-dyad-10m,20250905_165151,0.24372552831079392,0.9126980954588939,0.07918584261983676,0.3464255544807481,0.7611719604994553,2
mouse-dyad-10m,20250905_165151,0.2731054400044431,0.6328928399167513,0.1433774235914305,0.4996522420395405,0.6959176406116685,3
mouse-dyad-10m,20250905_165151,0.2924828524617478,0.42636991320707457,0.17448661585529746,0.3863977338439113,0.7574772139883175,4
mouse-dyad-10m,20250905_171829,0.05416678237205298,1.738793277465439,0.051392940651888416,0.20652333946907514,0.81099309168686,1
mouse-dyad-10m,20250905_171829,0.0716780983588348,0.5196393702770278,0.055632088882580776,0.2464955987211542,0.7758075388693259,2
